two_realRank,1-qid,State,host_is_superhost,host_has_profile_pic,host_identity_verified,accommodates,beds,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,reviews_per_month,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,bathrooms,room_type_Entire home/apt,room_type_Hotel room,room_type_Private room,room_type_Shared room,property_type_Entire condo,property_type_Entire guest suite,property_type_Entire home,property_type_Entire loft,property_type_Entire rental unit,property_type_Entire serviced apartment,property_type_Entire townhouse,property_type_Private room in condo,property_type_Private room in guest suite,property_type_Private room in home,property_type_Private room in loft,property_type_Private room in rental unit,property_type_Private room in townhouse,property_type_Room in boutique hotel,property_type_Room in hotel,property_type_Shared room in rental unit,accommodates_contribution,availability_30_contribution,availability_365_contribution,availability_60_contribution,availability_90_contribution,bathrooms_contribution,beds_contribution,host_has_profile_pic_contribution,host_identity_verified_contribution,host_is_superhost_contribution,number_of_reviews_contribution,number_of_reviews_l30d_contribution,number_of_reviews_ltm_contribution,property_type_Entire condo_contribution,property_type_Entire guest suite_contribution,property_type_Entire home_contribution,property_type_Entire loft_contribution,property_type_Entire rental unit_contribution,property_type_Entire serviced apartment_contribution,property_type_Entire townhouse_contribution,property_type_Private room in condo_contribution,property_type_Private room in guest suite_contribution,property_type_Private room in home_contribution,property_type_Private room in loft_contribution,property_type_Private room in rental unit_contribution,property_type_Private room in townhouse_contribution,property_type_Room in boutique hotel_contribution,property_type_Room in hotel_contribution,property_type_Shared room in rental unit_contribution,review_scores_accuracy_contribution,review_scores_checkin_contribution,review_scores_cleanliness_contribution,review_scores_communication_contribution,review_scores_location_contribution,review_scores_rating_contribution,review_scores_value_contribution,reviews_per_month_contribution,room_type_Entire home/apt_contribution,room_type_Hotel room_contribution,room_type_Private room_contribution,room_type_Shared room_contribution,model,predicted
46,Bronx,49003714,0,1,1,6,4,0.566666667,0.483333333,0.633333333,0.852054795,99,33,3,3.47,4.77,4.88,4.8,4.9,4.9,4.46,4.7,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.290489884,0.460059402,0.547280816,0.453452322,0.398771667,0.508898208,0.445961442,0.948869443,0.968070551,0.187777689,0.950547059,0.558512608,0.038652474,0.123552616,0.117428359,0.019702182,0.877157219,0.968309525,0.051809529,0.928919328,0.909220308,0.163140156,0.259193154,,0.179146921,0.872962994,,0.098238624,,0.991988672,0.351674978,0.257114738,0.730437493,0.356385011,0.487405997,0.281628026,0.930400279,0.85529381,,0.570978686,,Bronx_SVM,53
176,Bronx,37055877,0,1,1,4,1,1,1,1,1,3,0,0,0.07,5,5,5,5,5,5,5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.782397381,0.950254769,0.819551801,0.808873049,0.102014222,0.0174657,0.028028237,0.943450039,0.924047418,0.245930751,0.068553475,0.906993605,0.972310408,0.173719488,0.123038166,0.976665247,0.878447795,0.063720592,0.046390611,0.964637557,0.82922331,0.135312416,0.324788724,,0.147862055,0.955814137,,0.119253179,,0.976258307,0.039916221,0.052783734,0.924230076,0.085308338,0.830638961,0.06843908,0.157682767,0.499958621,,0.260801998,,Bronx_SVM,70
10,Bronx,12346131,0,1,1,12,6,1,1,1,1,92,0,0,1.02,4.7,4.72,4.73,4.86,4.7,4.7,4.73,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.488819439,0.947953035,0.74874489,0.799522334,0.035660454,0.007591601,0.65593985,0.914427992,0.936144132,0.124980208,0.95280595,0.946877972,0.981317278,0,0.085562443,0.979688816,0.909929569,0.044328086,0.063381702,0.959069558,0.93649399,0.135189095,0.147026606,,0.227379594,0.933247209,,0.09787462,,0.674470691,0.287163909,0.324109676,0.66643715,0.239880588,0.594139399,0.301008786,0.304729579,0.435923781,,0.5511086,,Bronx_SVM,9
36,Bronx,7.82E+17,0,0,1,10,6,0.833333333,0.916666667,0.944444444,0.98630137,8,8,0,0.97,4.75,4.75,4.63,5,4.88,4.88,4.75,1.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.393538605,0.816589423,0.804783742,0.712543336,0.178677719,0.335171597,0.624252078,0.058579141,0.969097233,0.177134809,0.032698877,0.916770722,0.616622666,0.112437584,0.12014866,0.025070808,0.97198395,0.952651755,0.063511659,0.940133853,0.934074688,0.096791591,0.145294022,,0.106780521,0.986003603,,0.063700098,,0.679226299,0.04045728,0.452536175,0.73620632,0.038497811,0.638483636,0.306163499,0.281538729,0.280757584,,0.630966694,,Bronx_SVM,71
50,Bronx,53120519,1,1,1,4,3,0.5,0.416666667,0.533333333,0.884931507,58,30,2,3.24,4.98,4.95,4.98,4.97,4.97,4.95,4.88,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.604162398,0.45876354,0.6560011,0.182897468,0.954846335,0.015168437,0.333624425,0.909136223,0.96167477,0.849942407,0.873974654,0.640029117,0.016925891,0.157159502,0.043231182,0.972394765,0.896332796,0.055269319,0.02181202,0.947853408,0.896307144,0.099502389,0.206679054,,0.115785924,0.892867678,,0.073780202,,0.982466312,0.056450407,0.081700686,0.977325952,0.065541639,0.781565461,0.168807581,0.919869708,0.561032028,,0.451202941,,Bronx_SVM,107
153,Bronx,6.65E+17,1,1,1,3,3,0.433333333,0.4,0.588888889,0.898630137,12,11,0,0.97,5,4.92,5,4.92,5,4.67,4.92,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.725850313,0.447977782,0.528646116,0.165152729,0.902514087,0.007299467,0.323687852,0.934995076,0.947623133,0.817223077,0.125287511,0.868096836,0.616532403,0.143688616,0.114989809,0.049143331,0.89017078,0.939284228,0.048889301,0.972947028,0.837121675,0.021683745,0.056707738,,0.143354657,0.886105065,,0.112498014,,0.958696189,0.010282017,0.032078813,0.928925962,0.216826341,0.717012275,0.152674556,0.148704535,0.617584966,,0.538791264,,Bronx_SVM,119
176,Bronx,27924639,0,1,1,4,1,0,0,0,0,5,0,0,0.08,5,5,4.6,5,5,5,4.8,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.818029436,0.047927318,0.176026907,0.155297655,0.914289703,0.021710209,0.040929742,0.93899598,0.966138086,0.087856358,0.043768103,0.923114805,0.985989039,0.123009771,0.126823182,0.036715917,0.905115209,0.941969906,0.076184606,0.922198086,0.909730256,0.155377299,0.084317192,,0.20610258,0.917514722,,0.122306687,,0.958584204,0.084116165,0.345690776,0.949912222,0.057551848,0.705015517,0.148663403,0.072073402,0.390344905,,0.604303933,,Bronx_SVM,152
52,Bronx,23139647,0,1,1,12,3,1,1,1,1,25,0,0,0.38,4.56,4.64,4.16,5,4.88,4.68,4.6,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.401233269,0.967471714,0.822686177,0.905268839,0.045288922,0.506467656,0.312780329,0.93934323,0.960786532,0.217835246,0.29918954,0.808191646,0.996929258,0.144176944,0.136964467,0.986004108,0.912552661,0.078481554,0.083865973,0.946170909,0.882641437,0.213347067,0.167176279,,0.342248607,0.934120411,,0.118233641,,0.682359383,0.10052423,0.950553483,0.712136281,0.208841981,0.598221568,0.280290302,0.052571132,0.870752825,,0.381422629,,Bronx_SVM,7
52,Bronx,7.77E+17,0,1,1,4,3,0,0,0,0.567123288,8,8,0,0.95,5,5,5,5,5,4.88,5,1.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.712716422,0.03597431,0.451144128,0.146593279,0.934094691,0.365814685,0.316848517,0.96793211,0.95383549,0.247004417,0.141514878,0.909187278,0.627947082,0.144052162,0.07030027,0.958770338,0.948954779,0.012569389,0.069908366,0.969855461,0.891158179,0.048124553,0.233840533,,0.181741919,0.927648066,,0.10182866,,0.948245009,0.07133772,0.071962597,0.894649973,0.060400873,0.709897044,0.04658417,0.151382274,0.416796837,,0.761335557,,Bronx_SVM,60
68,Bronx,51913352,0,1,0,3,3,0.866666667,0.933333333,0.955555556,0.989041096,2,2,0,0.56,5,5,5,5,5,4.5,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.652704383,0.838177125,0.832740065,0.692770694,0.19105104,0.01785742,0.34203402,0.904097643,0.034675674,0.058208032,0.088182246,0.878995123,0.986365328,0.162909439,0.156113505,0.043411418,0.947365113,0.945053975,0.102675181,0.949872272,0.799969885,0.109788666,0.112369222,,0.153729543,0.886751488,,0.149809633,,0.952251604,0.075665934,0.043904581,0.861836216,0.357597704,0.545594859,0.048460037,0.199346282,0.631622873,,0.408555173,,Bronx_SVM,143
87,Bronx,46236500,1,1,1,4,3,0.333333333,0.433333333,0.622222222,0.824657534,67,38,3,2.19,4.96,4.96,4.97,4.99,5,4.94,4.87,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.673195034,0.107311974,0.596212663,0.574748921,0.428636417,0.014195955,0.307299586,0.953159806,0.92904072,0.817943665,0.916998626,0.568052941,0.043531799,0.161682092,0.145561061,0.987755821,0.963714717,0.073907862,0.08052618,0.958580642,0.917976534,0.088304766,0.316758151,,0.247040737,0.931784274,,0.096451661,,0.973041205,0.024028733,0.048394145,0.940060785,0.049063391,0.74067238,0.163551466,0.436467077,0.424197069,,0.504093709,,Bronx_SVM,154
147,Bronx,53267116,0,1,1,2,2,0,0.05,0.366666667,0.843835616,2,2,0,0.22,5,4.5,4,4,5,4,5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.569331483,0.057088905,0.562627032,0.15550252,0.93152267,0.006483153,0.171496208,0.923599301,0.945534129,0.077492942,0.111090891,0.883967598,0.974930739,0.051366512,0.149853944,0.04134134,0.890181604,0.08937636,0.036621812,0.926095319,0.024032545,0.230370839,0.235598108,,0.334123916,0.888060322,,0.075906704,,0.018287226,0.969434505,0.797999301,0.940944089,0.930447969,0.876769828,0.03272416,0.101887301,0.411218701,,0.41607734,,Bronx_SVM,184
176,Bronx,6.22E+17,0,0,1,6,4,0,0,0,0.734246575,5,4,0,0.36,4.6,4.6,4.4,5,4.6,4.8,4.2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.487374547,0.078867913,0.436302377,0.201509508,0.882873061,0.509050983,0.437577363,0.051397369,0.97453628,0.137181586,0.107726449,0.964585968,0.831513031,0.070406932,0.132256822,0.025523717,0.842030407,0.912722038,0.05326121,0.944255266,0.826428613,0.024037609,0.110596908,,0.15741684,0.92980427,,0.083857116,,0.665380734,0.073761387,0.81249199,0.118860274,0.172256777,0.444731077,0.934562624,0.04854264,0.507780107,,0.557155472,,Bronx_SVM,84
114,Bronx,6.86E+17,0,0,1,14,5,0.8,0.9,0.933333333,0.983561644,10,9,1,0.76,4.9,5,4.9,4.9,5,4.9,4.9,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.232965986,0.83526448,1,0.846159075,0.191585052,0.508825078,0.566666028,0.044881615,0.97166771,0.099056453,0.123008272,0.713028506,0.604473824,0.151221252,0.071638442,0.042669353,0.87829981,0.9683094,0.063617621,0.952958936,0.848229763,0.133789862,0.137739979,,0.224073603,0.898214393,,0.134846049,,0.96332916,0.318494597,0.04124346,0.953356267,0.063599362,0.806301884,0.154971194,0.163528315,0.761671766,,0.547483195,,Bronx_SVM,55
92,Bronx,6.14E+17,0,0,1,11,3,0.933333333,0.966666667,0.977777778,0.994520548,6,4,0,0.42,4.17,4,4.17,4.67,4.33,4.83,4.5,2.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.475800988,0.82642826,0.790514662,0.877927255,0.071004523,0.622102195,0.324628928,0.015481315,0.926553681,0.201136833,0.177910522,0.914826302,0.830933209,0.197053058,0.165241666,0.966648415,0.952198032,0.01501492,0.059770973,0.949681993,0.83870594,0.118302547,0.230339494,,0.290580122,0.885171382,,0.057090677,,0.00522963,0.978818839,0.878268743,0.093497943,0.197137823,0.416029926,0.959117132,0.32230646,0.459555897,,0.222860388,,Bronx_SVM,34
73,Bronx,6.14E+17,0,0,1,10,3,0.4,0.65,0.766666667,0.942465753,7,6,1,0.43,4.86,4.71,5,5,5,4.86,5,2.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.360790855,0.43112151,0.725280947,0.560687269,0.347346581,0.62038893,0.332068033,0.024653432,0.9656426,0.232450488,0.190658382,0.700609952,0.842785117,0.13237997,0.066154842,0.99540837,0.914847945,0.051745107,0.061924417,0.948752822,0.866006911,0.183478314,0.129835489,,0.297420201,0.940617645,,0.046132043,,0.674908315,0.063433554,0.155107322,0.921860348,0.212702532,0.966860651,0.019716854,0.2305367,0.437263286,,0.314304639,,Bronx_SVM,49
114,Bronx,39507856,0,1,1,1,1,0.966666667,0.983333333,0.988888889,0.243835616,7,0,0,0.15,5,5,5,4.86,5,4.86,5,1.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.93809152,0.947483812,0.249729421,0.853006712,0.064057828,0.327427502,0.011282658,0.913481905,0.990315922,0.166418493,0.13049902,0.904099493,0.987189473,0.179860346,0.164700865,0.023585605,0.873773825,0.023827816,0.032622433,0.930264908,0.857414028,0.120181269,0.253620024,,0.120782929,0,,0.112851043,,0.964708103,0.288215681,0.121007628,0.920671934,0.199723215,0.780115339,0.117893638,0.071227694,0.526964551,,0.626972113,,Bronx_SVM,173
165,Bronx,7.91E+17,0,1,0,2,2,0.933333333,0.966666667,0.977777778,0.487671233,2,2,0,0.24,3,3,5,4.5,5,4.5,3.5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.731823156,0.81670163,0.615550148,0.774793588,0.131364449,0.022835848,0.183324418,0.906384969,0.007168404,0.150516439,0.030279995,0.800158175,0.977741491,0.119689337,0.114386699,0.986360758,0.971487121,0.046476987,0.02464504,0.948831518,0.912017843,0.132893248,0.330317434,,0.27279073,0.949298067,,0.113744437,,0.014339253,0.934940689,0.096488483,0.966343031,0.354391907,0.343950826,0.97330309,0.078526288,0.478648866,,0.474582762,,Bronx_SVM,167
149,Bronx,8.17E+17,0,0,1,8,3,0.766666667,0.75,0.822222222,0.939726027,18,18,3,2.81,4.33,4.61,4.56,4.5,4.28,4.61,4.44,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.157777193,0.851233439,0.799694641,0.476830071,0.413647851,0.006974463,0.309768788,0.014847431,0.936585849,0.229664489,0.192004471,0.37027555,0.617410258,0.078117547,0.170064429,0.036618532,0.933153502,0.967250659,0.087991132,0.924203965,0.922010631,0.10583436,0.137183383,,0.10813513,0.955883282,,0.043338529,,0.670282637,0.979884912,0.382870246,0.074025551,0.349424439,0.593910439,0.934926578,0.955674863,0.680266148,,0.474950765,,Bronx_SVM,155
143,Bronx,6.61E+17,0,0,1,8,3,0.166666667,0.583333333,0.722222222,0.884931507,33,26,4,2.37,4.55,4.73,4.52,4.7,4.7,4.7,4.67,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.22431662,0.040502215,0.623979861,0.502673155,0.382078045,0.012940782,0.326403476,0.033299335,0.967837628,0.197541099,0.898212379,0.345853464,0.031138556,0.164760471,0.176549312,0.012528947,0.862188961,0.055484226,0.981202607,0.94341989,0.913915473,0.161224297,0.174135327,,0.196648949,0.950745727,,0.104977313,,0.675149798,0.950454161,0.90188009,0.694844955,0.205424808,0.667173683,0.251504238,0.98495946,0.232646273,,0.595342454,,Bronx_SVM,176
176,Bronx,6.65E+17,0,0,1,6,2,0.166666667,0.583333333,0.722222222,0.884931507,6,5,0,0.47,3.67,3.67,3.17,4,3.83,3.33,3.5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.493547887,0.025915972,0.477540006,0.506710105,0.430439151,0.013082708,0.176616344,0.055290192,0.948934962,0.075113196,0.120166235,0.913094764,0.865073159,0.173867023,0.086053976,0.037102257,0.881888949,0.041318191,0.967668366,0.958015592,0.848625606,0.069102316,0.177967468,,0.220725265,0.92403453,,0.081359447,,0.030028756,0.961968527,0.943542285,0.137346785,0.931649459,0.532286916,0.957542592,0.270960268,0.40576985,,0.466191535,,Bronx_SVM,100
145,Bronx,38688328,1,1,1,4,2,0.566666667,0.783333333,0.855555556,0.953424658,109,39,4,2.86,4.81,4.86,4.89,4.94,4.87,4.67,4.65,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.728540793,0.46352253,0.923487092,0.754841345,0.180746801,0.011291511,0.179900053,0.943957773,0.952677466,0.763024658,0.827788565,0.466516137,0,0.077138946,1,0.036261823,0.841646698,0.046591413,0.038537471,0.964509711,0.876645313,0.147937783,0.233341418,,0.170065592,0.919112416,,0.064843803,,0.987782641,0.04393546,0.019858303,0.675077808,0.199101474,0.507073337,0.281223164,0.951194413,0.604401765,,0.404389378,,Bronx_SVM,142
198,Bronx,7.88E+17,1,1,1,2,1,0.9,0.95,0.966666667,0.238356164,6,6,0,0.73,5,5,5,5,5,5,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.541265763,0.825890441,0.099016887,0.771902713,0.211477752,0.011523204,0.022967168,0.932421328,0.968654462,0.835604238,0.095786444,0.92628992,0.853472385,0.14135386,0.180038783,0.031307723,0.869303652,0.942448256,0.03763027,0.942296655,0.836177545,0.159573616,0.280718623,,0.223215477,0.933490402,,0.071795236,,0.99569395,0.063380691,0.05756986,0.93316934,0.040393911,0.703125921,0.046542044,0.252035125,0.458859817,,0.459348203,,Bronx_SVM,141
114,Bronx,49424523,0,1,0,5,2,1,1,1,0.493150685,8,0,0,0.35,4.13,4,4.5,4.38,4.25,3,3.88,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.511702814,0.974252926,0.596506348,0.793860235,0.053595649,0.020603254,0.195563027,0.931777451,0.031754224,0.191252957,0.207819075,0.932342919,0.989944251,0.897710008,0.139515456,0.030039277,0.886976025,0.04494393,0.027215597,0.94382286,0.873529849,0.12268947,0.168891755,,0.294356967,0.945379342,,0.090156984,,0.01149883,0.964196361,0.922614374,0.073156443,0.945205563,0.589012837,0.962613943,0.116823064,0.139651431,,0.345930631,,Bronx_SVM,95
14,Bronx,6.81E+17,1,1,1,7,4,0.966666667,0.983333333,0.988888889,0.490410959,9,9,2,1.32,4.89,4.89,5,4.89,5,4.56,4.89,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.517320313,0.977164619,0.491921684,0.684239292,0.148958562,0.514098439,0.416452509,0.926407289,0.935332283,0.817393315,0.162544352,0.655857084,0.617690841,0.108736703,0.173695259,0.040954783,0.888387013,0.994042549,0.054496231,0.946762498,0.898103261,0.155137522,0.267867972,,0.182628641,0.958543539,,0.070209761,,0.973945917,0.35642967,0.076061683,0.921110038,0.329977057,0.662466319,0.147037744,0.473941698,0.493635452,,0.159651382,,Bronx_SVM,21
72,Bronx,53415549,1,1,1,4,2,0.8,0.75,0.833333333,0.452054795,52,26,2,2.46,4.98,5,5,4.98,5,4.65,4.98,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.786890142,0.826600704,0.632774911,0.596120747,0.144294115,0.01856959,0.189022821,0.90346506,0.947931871,0.811167376,0.909061903,0.654246419,0.022982252,0.161716912,0.212030987,0.034470067,0.895566702,0.971034334,0.033622668,0.947988441,0.883549971,0.115935629,0.084103497,,0.189418371,0.921834696,,0.08960314,,0.970755684,0.08469326,0.100031003,0.913281692,0.206917769,0.657114535,0.033763952,0.9789773,0.732349217,,0.550512443,,Bronx_SVM,149
100,Bronx,6.95E+17,0,1,1,7,5,0.566666667,0.566666667,0.711111111,0.901369863,13,13,3,1.07,4.46,4.31,4.23,4.85,4.46,4.77,4.31,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.500549027,0.432105532,0.868678634,0.496570429,0.405681515,0.517524487,0.575657612,0.914630479,0.967641577,0.231152606,0.10149927,0.573053849,0.613713024,0.181440328,0.040984583,0.979890064,0.910220392,0.078913802,0.047888774,0.957560916,0.892619614,0.119025266,0.3493184,,0.252866758,0.950422295,,0.089979512,,0.038593396,0.302072151,0.829226612,0.066702688,0.178402519,0.182359218,0.935233543,0.421262074,0.40542803,,0.483995697,,Bronx_SVM,22
35,Bronx,7.45E+17,0,1,1,6,3,0.8,0.9,0.933333333,0.983561644,12,12,1,1.21,4.67,4.58,4.83,4.75,4.58,4.83,4.5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265560369,0.805054272,0.773125603,0.741680936,0.1937329,0.00530042,0.33135893,0.893020901,0.961601919,0.182874096,0.127277572,0.704977196,0.614961522,0.163595419,0.088768643,0.984885163,0.895584793,0.055201787,0.064229415,0.947310019,0.850894971,0.091545811,0.060757964,,0.29308655,0.932802285,,0.05008327,,0.047933276,0.313972345,0.367412024,0.104971507,0.195206756,0.58574988,0.964994212,0.399996189,0.568289456,,0.397646798,,Bronx_SVM,78
114,Bronx,8.10E+17,0,1,1,6,3,0.933333333,0.966666667,0.977777778,0.734246575,3,3,0,0.42,4.67,5,5,5,4.67,4.33,4.67,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.63082372,0.830785429,0.547464081,0.845028176,0.146680938,0.011773153,0.33040622,0.948180162,0.948899768,0.195769944,0.028598894,0.861580194,0.830681479,0.125698829,0.166708296,0.040186979,0.842778304,0.971313843,0.046666958,0.946838123,0.858560199,0.132685211,0.152330168,,0.428690099,0.94686908,,0.080011177,,0.944847513,0.066502868,0.182100121,0.082907139,1,0.287880094,0.269252236,0.318898823,0.613756293,,0.45531247,,Bronx_SVM,68
160,Bronx,17899730,0,1,1,3,1,0,0,0,0.084931507,51,0,0,0.65,4.71,4.67,4.49,4.78,4.76,4.57,4.67,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.694448992,0.048999586,0.186700541,0.171249358,0.961913352,0.01689607,0.02672947,0.963334756,0.935726545,0.124449286,0.937172003,0.852202899,0.982900789,0.110703166,0.092089182,0.018488566,0.926499695,0.95970833,0.0493425,0.952890844,0.84405581,0.078534629,0.234096108,,0.258676663,0.975379743,,0.092922892,,0.63769752,0.28857915,0.92551046,0.699554338,0.346385482,0.590951173,0.254955622,0.134257217,0.764301921,,0.41407575,,Bronx_SVM,129
161,Bronx,6.17E+17,1,1,1,7,3,0.966666667,0.983333333,0.988888889,0.490410959,1,0,0,0.07,5,5,5,5,5,4,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.490560731,0.944548255,0.540166579,0.867104508,0.088787168,0.022544516,0.328121871,0.931381774,0.952892128,0.668477256,0.050002425,0.9874605,0.977050098,0.105599421,0.101721178,0.02929726,0.893655786,0.95093614,0.032194764,0.932728146,0.849328992,0.103022674,0.282480406,,0.371715572,0.942669774,,0.087382993,,0.954724016,0.048906255,0.067156635,0.922266723,0.940943377,0.686252883,0.044209614,0.117585386,0.419363787,,0.633150044,,Bronx_SVM,44
130,Bronx,26655705,1,1,1,6,4,0.5,0.366666667,0.577777778,0.312328767,137,21,3,2.2,4.91,4.95,4.91,4.98,4.99,4.86,4.91,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.560501555,0.478162694,0.430237752,0.051812665,0.871247564,0.014540238,0.477757694,0.902714778,0.941816062,0.777767383,0.812778943,0.482688994,0.626241378,0.067683894,0.164744903,0.02539188,0.877414172,0.927814088,0.055700634,0.931410687,0.846118623,0.095065716,0.132995237,,0.086625193,0.914083679,,0.058980415,,0.963787046,0.057750688,0.094632971,0.952868595,0.233240401,1,0.178524579,0.477991715,0.367804666,,0.233080058,,Bronx_SVM,112
157,Bronx,7.31E+17,0,1,1,4,2,0.033333333,0.133333333,0.3,0.709589041,50,50,6,4.5,5,5,5,4.96,5,4.74,4.96,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.633149361,0.023855964,0.579464944,0.120406574,0.909773603,0.014084831,0.149922548,0.909911964,0.929591804,0.189074807,0.903089972,0.219818127,0.036702199,0.143220956,0.126287733,0.028003589,0.915898662,0.915234508,0.031643294,0.959674794,0.914604511,0.152886352,0.028953925,,0.2095738,0.907588886,,0.113309918,,0.98115831,0.048290113,0.086547709,0.980504807,0.210301594,0.834903929,0.056439558,0.903125143,0.675578363,,0.444142929,,Bronx_SVM,197
187,Bronx,7.66E+17,0,1,1,8,5,0.633333333,0.7,0.8,0.942465753,17,17,0,1.81,4.41,4.65,4.41,4.65,4.65,4.71,4.59,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.267683971,0.476043522,0.750155474,0.444339189,0.385710295,0.015116768,0.555476203,0.89094459,0.929102428,0.163252336,0.261996496,0.90617499,0.606893218,0.102115569,0.096789981,0.032386328,0.889399072,0.979417275,0.068436155,0.941411353,0.787371481,0.103543679,0.153120587,,0.219435143,0.931702431,,0.072637142,,0.649025007,0.950035505,0.863867158,0.138422813,0.196136967,0,0.291274666,0.410627487,0.555832384,,0.45816712,,Bronx_SVM,93
104,Bronx,6.35E+17,0,1,1,8,5,0.633333333,0.7,0.8,0.942465753,4,4,0,0.42,4.5,4,4.5,4.25,4.75,4.25,4.75,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.401556822,0.452616815,0.812806878,0.407547502,0.419370501,0.013261272,0.562164067,0.944513531,0.957731519,0.207271024,0.052617745,0.919558671,0.841288273,0.113865675,0.167286049,0.038585861,0.882327217,0.973650716,0.056999285,0.94078418,0.912040318,0.082223352,0.144905025,,0.232570957,0.953852366,,0.050374388,,0.040881236,0.94279985,0.922632217,0.712565832,0.962245809,0.330907434,0.297402435,0.222440517,0.541838556,,0.635985697,,Bronx_SVM,72
165,Bronx,6.14E+17,1,1,0,4,2,0.733333333,0.866666667,0.911111111,0.293150685,25,25,2,2.26,4.68,4.72,4.72,4.72,4.84,4.92,4.68,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.548036828,0.835617942,0.25235449,0.736231149,0.14768565,0.030462545,0.182881701,0.8902721,0.027450888,0.825879735,0.305661643,0.589431241,0.049262369,0.178471874,0.089738809,0.054548922,0.911898023,0.954127473,0.048013928,0.936283341,0.86785297,0.080925987,0.199741003,,0.184921391,0.905260068,,0.08373679,,0.665748846,0.291474701,0.377730572,0.703277755,0.077355133,0.733365468,0.265964856,0.480865356,0.866358646,,0.471697737,,Bronx_SVM,191
